announcement_id,security_code,security_name,publish_date,record_date,ex_date,payment_date,cash_per_share,title,source_file,source_sha256,status
1222989420,002315,焦点科技,2025-04-03,2025-04-10,2025-04-11,2025-04-11,0.55,2024年年度权益分派实施公告,pdf/1222989420.pdf,438d0e04090d73fa4b87c84b9117931e351a64539228e40e7caf53edd47f53c4,COMPLETE
1222991886,001376,百通能源,2025-04-03,2025-04-10,2025-04-11,2025-04-11,0.1,2024年度权益分派实施公告,pdf/1222991886.pdf,8b51729c2a3a9d2d859d669de210b7541aaea8b043067180dc1c0d55438d2bf4,COMPLETE
1223019295,600113,浙江东日,2025-04-08,2025-04-11,2025-04-14,2025-04-14,0.12,浙江东日股份有限公司2024年年度权益分派实施公告,pdf/1223019295.pdf,3bef4a6b09960275bac14f2a9bc748bea3393f37c9673202ef085fe987cdbd47,COMPLETE
1223020423,002145,中核钛白,2025-04-08,2025-04-11,2025-04-14,2025-04-14,0.016,2024年年度权益分派实施公告,pdf/1223020423.pdf,e317b583856e47064af0910e35436bd2d8bdb99bd20144377d3fc06d2f3ba2af,COMPLETE
1223042454,000063,中兴通讯,2025-04-10,2025-04-15,2025-04-16,2025-04-16,0.617,2024年度A股权益分派实施公告,pdf/1223042454.pdf,16d3e413b322c8a4e17f7d3486fb2be36c62151118dfafa420edca4f8e1e7ed0,COMPLETE
1223042572,600605,汇通能源,2025-04-10,2025-04-15,2025-04-16,2025-04-16,0.14,2024年年度权益分派实施公告,pdf/1223042572.pdf,25ba5be61543e76eb850b8af7db140e0a05e4615badaeba81e070ce9b57a4597,COMPLETE
1223042632,688100,威胜信息,2025-04-10,2025-04-15,2025-04-16,2025-04-16,0.52,2024年年度权益分派实施公告,pdf/1223042632.pdf,658f4063bce72691282a96c53b39d7791121ad4fe5dd3af399649692acc8d1ec,COMPLETE
1223043339,300059,东方财富,2025-04-10,2025-04-15,2025-04-16,2025-04-16,0.06,东方财富信息股份有限公司2024年度权益分派实施公告,pdf/1223043339.pdf,1f5c3627cea98917574898395e129d19119a624c164bbbf55b83ee454860da75,COMPLETE
1223043533,301277,新天地,2025-04-10,2025-04-15,2025-04-16,2025-04-16,0.4,2024年年度权益分派实施公告,pdf/1223043533.pdf,d938114fc653e2343a6c8876703af6ba99046ae9e4c4ec8ac4f4610fe2824b35,COMPLETE
1223043994,002920,德赛西威,2025-04-10,2025-04-16,2025-04-17,2025-04-17,1.2,2024年年度权益分派实施公告,pdf/1223043994.pdf,cfa46a57443b7ff2782baa779e8e5747e8e698d843b97f6dd56fcf535c390ec0,COMPLETE
1223054831,002282,博深股份,2025-04-11,2025-04-17,2025-04-18,2025-04-18,0.2,博深股份有限公司2024年年度权益分派实施公告,pdf/1223054831.pdf,9faa980edc115ce4a0ba42f350d8547dd7c5e3944ab5fa8a1c58ebe7d73ded0c,COMPLETE
1223057883,002879,长缆科技,2025-04-11,2025-04-16,2025-04-17,2025-04-17,0.2,2024年年度权益分派实施公告,pdf/1223057883.pdf,8d82655e836db543bc60d4ea7538ebe96549107b65e1c09c414e8017e44b046c,COMPLETE
1223071421,871694,中裕科技,2025-04-11,,2025-04-18,2025-04-18,0.3,2024年年度权益分派实施公告,pdf/1223071421.pdf,0e7931e77a850b699086d6e1516cc1b8bec870126caad008b3fd48d6443f1022,INCOMPLETE
1223072254,920116,星图测控,2025-04-11,,2025-04-18,2025-04-18,0.149,2024年年度权益分派实施公告,pdf/1223072254.pdf,9f479cf3cbfd9390e862eee6c81367343bd62040ad30a352a066651e6eaf80b7,INCOMPLETE
1223070072,301187,欧圣电气,2025-04-11,2025-04-17,2025-04-18,2025-04-18,0.42000000000000004,2024年特别分红权益分派实施公告,pdf/1223070072.pdf,4e68ee982521e0765c1098b9df480ac82c0e3c9ac6aa77fd38e9cb1f0f539f80,COMPLETE
1223069621,600502,安徽建工,2025-04-12,2025-04-17,2025-04-18,2025-04-18,0.08,安徽建工2024年前三季度权益分派实施公告,pdf/1223069621.pdf,c13fc6108eb542930ae819ff997940824bd74b217fc3ae3d773961b30054134b,COMPLETE
1223069735,605499,东鹏饮料,2025-04-12,2025-04-17,2025-04-18,2025-04-18,2.5,东鹏饮料（集团）股份有限公司2024年年度权益分派实施公告,pdf/1223069735.pdf,e85b5f84ea5de73a5660d75d430d313672174f9609e0efbf7c124d64c9ff9f90,COMPLETE
